,geography,stratum,date,resistance_pct,organism,series_id,model_region,prescribing_rate
218,East of England,Carbapenems,2021-09-01,8.12,p_aeruginosa,p_aeruginosa__Carbapenems__East of England,East of England,1.32
219,East of England,Ceftazidime,2021-09-01,3.7,p_aeruginosa,p_aeruginosa__Ceftazidime__East of England,East of England,1.32
220,East of England,Ciprofloxacin,2021-09-01,5.45,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East of England,East of England,1.32
221,East of England,Piperacillin with tazobactam,2021-09-01,7.74,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East of England,East of England,1.32
222,East of England,Macrolides,2021-09-01,11.63,s_pneumoniae,s_pneumoniae__Macrolides__East of England,East of England,1.32
223,East of England,Penicillin,2021-09-01,3.03,s_pneumoniae,s_pneumoniae__Penicillin__East of England,East of England,1.32
224,East of England,Glycopeptides,2021-10-01,35.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.35
225,East of England,Glycopeptides,2021-10-01,41.33,e_faecium,e_faecium__Glycopeptides__East of England,East of England,1.35
226,East of England,Amikacin,2021-10-01,3.75,k_pneumoniae,k_pneumoniae__Amikacin__East of England,East of England,1.35
227,East of England,Carbapenems,2021-10-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__East of England,East of England,1.35
228,East of England,Ciprofloxacin,2021-10-01,17.78,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East of England,East of England,1.35
229,East of England,Co-amoxiclav,2021-10-01,30.59,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East of England,East of England,1.35
230,East of England,Gentamicin,2021-10-01,8.85,k_pneumoniae,k_pneumoniae__Gentamicin__East of England,East of England,1.35
231,East of England,Piperacillin with tazobactam,2021-10-01,22.17,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East of England,East of England,1.35
232,East of England,Third Generation Cephalosporins,2021-10-01,14.55,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East of England,East of England,1.35
233,East of England,Amikacin,2021-10-01,1.74,p_aeruginosa,p_aeruginosa__Amikacin__East of England,East of England,1.35
234,East of England,Carbapenems,2021-10-01,6.79,p_aeruginosa,p_aeruginosa__Carbapenems__East of England,East of England,1.35
235,East of England,Ceftazidime,2021-10-01,4.29,p_aeruginosa,p_aeruginosa__Ceftazidime__East of England,East of England,1.35
236,East of England,Ciprofloxacin,2021-10-01,4.88,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East of England,East of England,1.35
237,East of England,Piperacillin with tazobactam,2021-10-01,8.92,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East of England,East of England,1.35
238,East of England,Macrolides,2021-10-01,11.29,s_pneumoniae,s_pneumoniae__Macrolides__East of England,East of England,1.35
239,East of England,Penicillin,2021-10-01,2.08,s_pneumoniae,s_pneumoniae__Penicillin__East of England,East of England,1.35
240,East of England,Glycopeptides,2021-11-01,35.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.38
241,East of England,Glycopeptides,2021-11-01,39.0,e_faecium,e_faecium__Glycopeptides__East of England,East of England,1.38
242,East of England,Amikacin,2021-11-01,2.86,k_pneumoniae,k_pneumoniae__Amikacin__East of England,East of England,1.38
243,East of England,Carbapenems,2021-11-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__East of England,East of England,1.38
244,East of England,Ciprofloxacin,2021-11-01,17.73,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East of England,East of England,1.38
245,East of England,Co-amoxiclav,2021-11-01,31.36,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East of England,East of England,1.38
246,East of England,Gentamicin,2021-11-01,8.04,k_pneumoniae,k_pneumoniae__Gentamicin__East of England,East of England,1.38
247,East of England,Piperacillin with tazobactam,2021-11-01,22.57,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East of England,East of England,1.38
248,East of England,Third Generation Cephalosporins,2021-11-01,15.42,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East of England,East of England,1.38
249,East of England,Amikacin,2021-11-01,2.17,p_aeruginosa,p_aeruginosa__Amikacin__East of England,East of England,1.38
250,East of England,Carbapenems,2021-11-01,4.38,p_aeruginosa,p_aeruginosa__Carbapenems__East of England,East of England,1.38
251,East of England,Ceftazidime,2021-11-01,3.65,p_aeruginosa,p_aeruginosa__Ceftazidime__East of England,East of England,1.38
252,East of England,Ciprofloxacin,2021-11-01,4.41,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East of England,East of England,1.38
253,East of England,Piperacillin with tazobactam,2021-11-01,7.58,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East of England,East of England,1.38
254,East of England,Macrolides,2021-11-01,6.59,s_pneumoniae,s_pneumoniae__Macrolides__East of England,East of England,1.38
255,East of England,Penicillin,2021-11-01,2.9,s_pneumoniae,s_pneumoniae__Penicillin__East of England,East of England,1.38
256,East of England,Glycopeptides,2021-12-01,32.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.42
257,East of England,Glycopeptides,2021-12-01,37.67,e_faecium,e_faecium__Glycopeptides__East of England,East of England,1.42
258,East of England,Amikacin,2021-12-01,1.88,k_pneumoniae,k_pneumoniae__Amikacin__East of England,East of England,1.42
259,East of England,Carbapenems,2021-12-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__East of England,East of England,1.42
260,East of England,Ciprofloxacin,2021-12-01,16.1,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East of England,East of England,1.42
261,East of England,Co-amoxiclav,2021-12-01,31.55,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East of England,East of England,1.42
262,East of England,Gentamicin,2021-12-01,8.21,k_pneumoniae,k_pneumoniae__Gentamicin__East of England,East of England,1.42
263,East of England,Piperacillin with tazobactam,2021-12-01,22.01,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East of England,East of England,1.42
264,East of England,Third Generation Cephalosporins,2021-12-01,13.62,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East of England,East of England,1.42
265,East of England,Amikacin,2021-12-01,2.2,p_aeruginosa,p_aeruginosa__Amikacin__East of England,East of England,1.42
266,East of England,Carbapenems,2021-12-01,6.11,p_aeruginosa,p_aeruginosa__Carbapenems__East of England,East of England,1.42
267,East of England,Ceftazidime,2021-12-01,5.3,p_aeruginosa,p_aeruginosa__Ceftazidime__East of England,East of England,1.42
268,East of England,Ciprofloxacin,2021-12-01,6.11,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East of England,East of England,1.42
269,East of England,Piperacillin with tazobactam,2021-12-01,6.92,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East of England,East of England,1.42
270,East of England,Macrolides,2021-12-01,4.76,s_pneumoniae,s_pneumoniae__Macrolides__East of England,East of England,1.42
271,East of England,Penicillin,2021-12-01,2.53,s_pneumoniae,s_pneumoniae__Penicillin__East of England,East of England,1.42
272,East of England,Glycopeptides,2022-01-01,34.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.42
273,East of England,Glycopeptides,2022-01-01,31.33,e_faecium,e_faecium__Glycopeptides__East of England,East of England,1.42
274,East of England,Amikacin,2022-01-01,1.84,k_pneumoniae,k_pneumoniae__Amikacin__East of England,East of England,1.42
275,East of England,Carbapenems,2022-01-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__East of England,East of England,1.42
276,East of England,Ciprofloxacin,2022-01-01,14.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East of England,East of England,1.42
277,East of England,Co-amoxiclav,2022-01-01,34.67,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East of England,East of England,1.42
278,East of England,Gentamicin,2022-01-01,9.45,k_pneumoniae,k_pneumoniae__Gentamicin__East of England,East of England,1.42
279,East of England,Piperacillin with tazobactam,2022-01-01,21.18,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East of England,East of England,1.42
280,East of England,Third Generation Cephalosporins,2022-01-01,14.35,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East of England,East of England,1.42
281,East of England,Amikacin,2022-01-01,3.95,p_aeruginosa,p_aeruginosa__Amikacin__East of England,East of England,1.42
282,East of England,Carbapenems,2022-01-01,7.44,p_aeruginosa,p_aeruginosa__Carbapenems__East of England,East of England,1.42
283,East of England,Ceftazidime,2022-01-01,5.88,p_aeruginosa,p_aeruginosa__Ceftazidime__East of England,East of England,1.42
284,East of England,Ciprofloxacin,2022-01-01,7.44,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East of England,East of England,1.42
285,East of England,Piperacillin with tazobactam,2022-01-01,5.83,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East of England,East of England,1.42
286,East of England,Macrolides,2022-01-01,3.41,s_pneumoniae,s_pneumoniae__Macrolides__East of England,East of England,1.42
287,East of England,Penicillin,2022-01-01,1.45,s_pneumoniae,s_pneumoniae__Penicillin__East of England,East of England,1.42
288,East of England,Glycopeptides,2022-02-01,32.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.44
289,East of England,Glycopeptides,2022-02-01,38.0,e_faecium,e_faecium__Glycopeptides__East of England,East of England,1.44
290,East of England,Amikacin,2022-02-01,2.58,k_pneumoniae,k_pneumoniae__Amikacin__East of England,East of England,1.44
291,East of England,Carbapenems,2022-02-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__East of England,East of England,1.44
292,East of England,Ciprofloxacin,2022-02-01,13.85,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East of England,East of England,1.44
293,East of England,Co-amoxiclav,2022-02-01,35.6,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East of England,East of England,1.44
294,East of England,Gentamicin,2022-02-01,10.31,k_pneumoniae,k_pneumoniae__Gentamicin__East of England,East of England,1.44
295,East of England,Piperacillin with tazobactam,2022-02-01,22.11,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East of England,East of England,1.44
296,East of England,Third Generation Cephalosporins,2022-02-01,14.21,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East of England,East of England,1.44
297,East of England,Amikacin,2022-02-01,2.74,p_aeruginosa,p_aeruginosa__Amikacin__East of England,East of England,1.44
298,East of England,Carbapenems,2022-02-01,9.4,p_aeruginosa,p_aeruginosa__Carbapenems__East of England,East of England,1.44
299,East of England,Ceftazidime,2022-02-01,6.9,p_aeruginosa,p_aeruginosa__Ceftazidime__East of England,East of England,1.44
300,East of England,Ciprofloxacin,2022-02-01,8.26,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East of England,East of England,1.44
301,East of England,Piperacillin with tazobactam,2022-02-01,7.56,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East of England,East of England,1.44
302,East of England,Macrolides,2022-02-01,4.41,s_pneumoniae,s_pneumoniae__Macrolides__East of England,East of England,1.44
303,East of England,Penicillin,2022-02-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__East of England,East of England,1.44
304,East of England,Glycopeptides,2022-03-01,38.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.48
305,East of England,Glycopeptides,2022-03-01,42.33,e_faecium,e_faecium__Glycopeptides__East of England,East of England,1.48
306,East of England,Amikacin,2022-03-01,1.85,k_pneumoniae,k_pneumoniae__Amikacin__East of England,East of England,1.48
307,East of England,Carbapenems,2022-03-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__East of England,East of England,1.48
308,East of England,Ciprofloxacin,2022-03-01,13.79,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East of England,East of England,1.48
309,East of England,Co-amoxiclav,2022-03-01,35.68,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East of England,East of England,1.48
310,East of England,Gentamicin,2022-03-01,11.22,k_pneumoniae,k_pneumoniae__Gentamicin__East of England,East of England,1.48
311,East of England,Piperacillin with tazobactam,2022-03-01,22.0,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East of England,East of England,1.48
312,East of England,Third Generation Cephalosporins,2022-03-01,13.53,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East of England,East of England,1.48
313,East of England,Amikacin,2022-03-01,4.76,p_aeruginosa,p_aeruginosa__Amikacin__East of England,East of England,1.48
314,East of England,Carbapenems,2022-03-01,6.48,p_aeruginosa,p_aeruginosa__Carbapenems__East of England,East of England,1.48
315,East of England,Ceftazidime,2022-03-01,8.57,p_aeruginosa,p_aeruginosa__Ceftazidime__East of England,East of England,1.48
316,East of England,Ciprofloxacin,2022-03-01,8.18,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East of England,East of England,1.48
317,East of England,Piperacillin with tazobactam,2022-03-01,10.19,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East of England,East of England,1.48
318,East of England,Macrolides,2022-03-01,6.12,s_pneumoniae,s_pneumoniae__Macrolides__East of England,East of England,1.48
319,East of England,Penicillin,2022-03-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__East of England,East of England,1.48
320,East of England,Glycopeptides,2022-04-01,36.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.5
321,East of England,Glycopeptides,2022-04-01,44.0,e_faecium,e_faecium__Glycopeptides__East of England,East of England,1.5
322,East of England,Amikacin,2022-04-01,1.95,k_pneumoniae,k_pneumoniae__Amikacin__East of England,East of England,1.5
323,East of England,Carbapenems,2022-04-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__East of England,East of England,1.5
324,East of England,Ciprofloxacin,2022-04-01,15.27,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East of England,East of England,1.5
325,East of England,Co-amoxiclav,2022-04-01,36.14,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East of England,East of England,1.5
326,East of England,Gentamicin,2022-04-01,12.2,k_pneumoniae,k_pneumoniae__Gentamicin__East of England,East of England,1.5
327,East of England,Piperacillin with tazobactam,2022-04-01,25.37,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East of England,East of England,1.5
328,East of England,Third Generation Cephalosporins,2022-04-01,14.08,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__East of England,East of England,1.5
329,East of England,Amikacin,2022-04-01,1.64,p_aeruginosa,p_aeruginosa__Amikacin__East of England,East of England,1.5
330,East of England,Carbapenems,2022-04-01,5.56,p_aeruginosa,p_aeruginosa__Carbapenems__East of England,East of England,1.5
331,East of England,Ceftazidime,2022-04-01,6.48,p_aeruginosa,p_aeruginosa__Ceftazidime__East of England,East of England,1.5
332,East of England,Ciprofloxacin,2022-04-01,9.26,p_aeruginosa,p_aeruginosa__Ciprofloxacin__East of England,East of England,1.5
333,East of England,Piperacillin with tazobactam,2022-04-01,7.41,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__East of England,East of England,1.5
334,East of England,Macrolides,2022-04-01,3.51,s_pneumoniae,s_pneumoniae__Macrolides__East of England,East of England,1.5
335,East of England,Penicillin,2022-04-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__East of England,East of England,1.5
336,East of England,Glycopeptides,2022-05-01,38.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.52
337,East of England,Glycopeptides,2022-05-01,38.0,e_faecium,e_faecium__Glycopeptides__East of England,East of England,1.52
338,East of England,Amikacin,2022-05-01,0.67,k_pneumoniae,k_pneumoniae__Amikacin__East of England,East of England,1.52
339,East of England,Carbapenems,2022-05-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__East of England,East of England,1.52
340,East of England,Ciprofloxacin,2022-05-01,13.13,k_pneumoniae,k_pneumoniae__Ciprofloxacin__East of England,East of England,1.52
341,East of England,Co-amoxiclav,2022-05-01,30.46,k_pneumoniae,k_pneumoniae__Co-amoxiclav__East of England,East of England,1.52
342,East of England,Gentamicin,2022-05-01,9.09,k_pneumoniae,k_pneumoniae__Gentamicin__East of England,East of England,1.52
343,East of England,Piperacillin with tazobactam,2022-05-01,22.68,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__East of England,East of England,1.52
